Year,Country,Happiness Score,Social Support,Healthy Life Expectancy,Freedom,Corruption,Generosity,Log GDP per Capita
2016,Uruguay,6.545,1.03143,0.72183,0.54388,0.21394,0.18056,10.01924163
2017,Uruguay,6.453999996,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929,10.04367872
2018,Uruguay,6.379,1.459,0.771,0.625,0.155,0.13,10.06849981
2019,Uruguay,6.293,1.465,0.891,0.523,0.15,0.127,10.08609186
2020,Uruguay,6.440100193,0.92281127,69.00254822,0.892395437,0.635994136,-0.101103112,10.03423893
2021,Uruguay,6.431,0.925,69.1,0.896,0.59,-0.092,9.966
2015,Uzbekistan,6.003,1.34043,0.59772,0.65821,0.30826,0.22837,8.806900916
2016,Uzbekistan,5.987,1.1681,0.50163,0.60848,0.28333,0.34326,8.824222625
2017,Uzbekistan,5.971000195,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647,8.830646786
2018,Uzbekistan,6.096,1.584,0.605,0.724,0.259,0.328,8.889168414
2019,Uzbekistan,6.174,1.529,0.756,0.631,0.24,0.322,8.943623592
2020,Uzbekistan,6.257599831,0.926595807,65.10757446,0.974998116,0.501497388,0.248427153,8.953384639
2021,Uzbekistan,6.179,0.918,65.255,0.97,0.515,0.311,8.836
2015,Venezuela,6.81,1.25596,0.72052,0.42908,0.11069,0.05841,
2016,Venezuela,6.084,1.03302,0.61904,0.19847,0.08304,0.0425,
2017,Venezuela,5.25,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963,
2018,Venezuela,4.806,1.469,0.657,0.133,0.052,0.056,
2019,Venezuela,4.707,1.427,0.805,0.154,0.047,0.064,
2020,Venezuela,5.053199768,0.890408158,66.50534058,0.62327832,0.837038398,-0.169090509,
2021,Venezuela,4.892,0.861,66.7,0.615,0.827,-0.169,9.073
2015,Vietnam,5.36,0.91226,0.74676,0.59444,0.10441,0.1686,8.71647623
2016,Vietnam,5.061,0.79117,0.66157,0.55954,0.11556,0.25075,8.790722013
2017,Vietnam,5.073999882,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051,8.875628631
2018,Vietnam,5.103,1.365,0.702,0.618,0.079,0.177,8.957778337
2019,Vietnam,5.175,1.346,0.851,0.543,0.073,0.147,9.033751073
2020,Vietnam,5.353499889,0.849987149,67.9527359,0.939592957,0.79642123,-0.094533332,9.06533003
2021,Vietnam,5.411,0.85,68.034,0.94,0.796,-0.098,8.973
2015,Yemen,4.077,0.68093,0.40064,0.35571,0.07854,0.09131,
2016,Yemen,3.724,0.47493,0.31048,0.2287,0.05892,0.09821,
2017,Yemen,3.592999935,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,
2018,Yemen,3.355,1.073,0.343,0.244,0.064,0.083,
2019,Yemen,3.38,1.163,0.463,0.143,0.077,0.108,
2020,Yemen,3.527400017,0.817980587,56.72728348,0.599920273,0.800287724,-0.157735437,
2021,Yemen,3.658,0.832,57.122,0.602,0.8,-0.147,7.578
2015,Zambia,5.129,0.91612,0.29924,0.48827,0.12468,0.19591,8.140432235
2016,Zambia,4.795,0.6376,0.23573,0.42662,0.11479,0.17866,8.13290447
2017,Zambia,4.513999939,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,8.156229573
2018,Zambia,4.377,1.047,0.295,0.503,0.082,0.221,8.190381478
2019,Zambia,4.107,1.058,0.426,0.431,0.087,0.247,8.193455529
2020,Zambia,3.759399891,0.698824465,55.29937744,0.806500256,0.801289678,0.078037128,8.148332907
2021,Zambia,4.073,0.708,55.809,0.782,0.823,0.061,8.145
2015,Zimbabwe,4.61,1.03276,0.33475,0.25861,0.08079,0.18987,7.893388331
2016,Zimbabwe,4.193,0.71478,0.1595,0.25429,0.08582,0.18503,7.9396824
2017,Zimbabwe,3.875,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,8.241608959
2018,Zimbabwe,3.692,1.094,0.248,0.406,0.099,0.132,8.298345827
2019,Zimbabwe,3.663,1.114,0.433,0.361,0.089,0.151,8.238417446
2020,Zimbabwe,3.299200058,0.763092756,55.61725998,0.711457908,0.81023699,-0.072063953,8.171133532
2021,Zimbabwe,3.145,0.75,56.201,0.677,0.821,-0.047,7.943
